objectid,event_month,event_dow,event_hour,event_type
261984,January,Monday,11,Suicide-related
261986,January,Monday,16,Suicide-related
261987,January,Monday,22,Suicide-related
261988,January,Monday,16,Suicide-related
261989,January,Monday,16,Suicide-related
261990,January,Monday,16,Suicide-related
261992,January,Monday,18,Suicide-related
261994,January,Monday,14,Suicide-related
261997,January,Monday,16,Suicide-related
262000,January,Monday,14,Suicide-related
262001,January,Monday,14,Suicide-related
262002,January,Monday,23,Suicide-related
262006,January,Monday,22,Suicide-related
262012,January,Monday,19,Suicide-related
262014,January,Monday,15,Suicide-related
262017,January,Monday,22,Suicide-related
262018,January,Monday,20,Suicide-related
262022,January,Monday,19,Suicide-related
262023,January,Monday,8,Suicide-related
262025,January,Monday,0,Suicide-related
262026,January,Monday,23,Suicide-related
262028,January,Monday,15,Suicide-related
262030,January,Monday,17,Suicide-related
262032,January,Monday,17,Suicide-related
262036,January,Monday,18,Suicide-related
262052,January,Monday,19,Suicide-related
262055,January,Monday,11,Suicide-related
262057,January,Monday,18,Suicide-related
262058,January,Monday,9,Suicide-related
262064,January,Tuesday,13,Suicide-related
262068,January,Tuesday,17,Suicide-related
262069,January,Tuesday,19,Suicide-related
262071,January,Tuesday,16,Suicide-related
262073,January,Tuesday,14,Suicide-related
262075,January,Tuesday,18,Suicide-related
262076,January,Tuesday,9,Suicide-related
262081,January,Tuesday,13,Suicide-related
262082,January,Tuesday,14,Suicide-related
262085,January,Tuesday,9,Suicide-related
262089,January,Tuesday,10,Suicide-related
262092,January,Tuesday,21,Suicide-related
262094,January,Tuesday,12,Suicide-related
262095,January,Tuesday,0,Suicide-related
262096,January,Tuesday,15,Suicide-related
262097,January,Tuesday,15,Suicide-related
262098,January,Tuesday,19,Suicide-related
262101,January,Tuesday,13,Suicide-related
262109,January,Tuesday,9,Suicide-related
262111,January,Tuesday,8,Suicide-related
262112,January,Tuesday,18,Suicide-related
262113,January,Tuesday,9,Suicide-related
262115,January,Tuesday,17,Suicide-related
262121,January,Tuesday,10,Suicide-related
262123,January,Tuesday,1,Suicide-related
262127,January,Wednesday,15,Suicide-related
262130,January,Wednesday,3,Suicide-related
262132,January,Wednesday,15,Suicide-related
262133,January,Wednesday,10,Suicide-related
262142,January,Wednesday,19,Suicide-related
262143,January,Wednesday,12,Suicide-related
262145,January,Wednesday,11,Suicide-related
262147,January,Wednesday,13,Suicide-related
262148,January,Wednesday,21,Suicide-related
262149,January,Wednesday,11,Suicide-related
262159,January,Wednesday,19,Suicide-related
262167,January,Wednesday,12,Suicide-related
262170,January,Wednesday,13,Suicide-related
262172,January,Wednesday,19,Suicide-related
262178,January,Wednesday,22,Suicide-related
262181,January,Wednesday,1,Suicide-related
262184,January,Wednesday,9,Suicide-related
262185,January,Wednesday,22,Suicide-related
262192,January,Thursday,16,Suicide-related
262194,January,Thursday,10,Suicide-related
262195,January,Thursday,6,Suicide-related
262203,January,Thursday,23,Suicide-related
262205,January,Thursday,17,Suicide-related
262207,January,Thursday,19,Suicide-related
262214,January,Thursday,23,Suicide-related
262217,January,Thursday,16,Suicide-related
262221,January,Thursday,18,Suicide-related
262224,January,Thursday,2,Suicide-related
262226,January,Thursday,12,Suicide-related
262229,January,Thursday,10,Suicide-related
262233,January,Thursday,14,Suicide-related
262237,January,Thursday,22,Suicide-related
262238,January,Thursday,11,Suicide-related
262244,January,Thursday,22,Suicide-related
262246,January,Thursday,1,Suicide-related
262254,January,Thursday,22,Suicide-related
262260,January,Thursday,12,Suicide-related
262263,January,Thursday,9,Suicide-related
262265,January,Thursday,3,Suicide-related
262266,January,Thursday,1,Suicide-related
262267,January,Thursday,20,Suicide-related
262269,January,Thursday,22,Suicide-related
262271,January,Thursday,12,Suicide-related
262277,January,Thursday,10,Suicide-related
262278,January,Thursday,9,Suicide-related
262279,January,Thursday,21,Suicide-related
262289,January,Friday,14,Suicide-related
262290,January,Friday,23,Suicide-related
262293,January,Friday,15,Suicide-related
262295,January,Friday,7,Suicide-related
262297,January,Friday,0,Suicide-related
262298,January,Friday,15,Suicide-related
262300,January,Friday,22,Suicide-related
262304,January,Friday,10,Suicide-related
262305,January,Friday,15,Suicide-related
262309,January,Friday,21,Suicide-related
262312,January,Friday,3,Suicide-related
262319,January,Friday,17,Suicide-related
262323,January,Friday,10,Suicide-related
262327,January,Friday,18,Suicide-related
262328,January,Friday,18,Suicide-related
262333,January,Friday,9,Suicide-related
262335,January,Friday,3,Suicide-related
262337,January,Friday,15,Suicide-related
262339,January,Friday,22,Suicide-related
262340,January,Friday,14,Suicide-related
262342,January,Friday,19,Suicide-related
262344,January,Friday,2,Suicide-related
262346,January,Friday,21,Suicide-related
262348,January,Friday,9,Suicide-related
262349,January,Friday,21,Suicide-related
262350,January,Friday,18,Suicide-related
262351,January,Friday,17,Suicide-related
262352,January,Friday,12,Suicide-related
262356,January,Friday,14,Suicide-related
262357,January,Friday,0,Suicide-related
262359,January,Friday,19,Suicide-related
262361,January,Friday,15,Suicide-related
262364,January,Friday,21,Suicide-related
262365,January,Friday,9,Suicide-related
262372,January,Saturday,14,Suicide-related
262379,January,Saturday,18,Suicide-related
262381,January,Saturday,12,Suicide-related
262383,January,Saturday,19,Suicide-related
262396,January,Saturday,18,Suicide-related
262399,January,Saturday,0,Suicide-related
262400,January,Saturday,0,Suicide-related
262410,January,Saturday,21,Suicide-related
262412,January,Saturday,0,Suicide-related
262413,January,Saturday,21,Suicide-related
262415,January,Saturday,20,Suicide-related
262423,January,Saturday,17,Suicide-related
262427,January,Saturday,11,Suicide-related
262432,January,Sunday,3,Suicide-related
262433,January,Sunday,13,Suicide-related
262435,January,Sunday,7,Suicide-related
262438,January,Sunday,10,Suicide-related
262443,January,Sunday,2,Suicide-related
262444,January,Sunday,22,Suicide-related
262446,January,Sunday,12,Suicide-related
262448,January,Sunday,14,Suicide-related
262450,January,Sunday,23,Suicide-related
262453,January,Sunday,16,Suicide-related
262455,January,Sunday,23,Suicide-related
262459,January,Sunday,0,Suicide-related
262463,January,Sunday,10,Suicide-related
262465,January,Sunday,21,Suicide-related
262466,January,Sunday,19,Suicide-related
262473,January,Sunday,18,Suicide-related
262475,January,Sunday,20,Suicide-related
262477,January,Sunday,10,Suicide-related
262480,January,Sunday,16,Suicide-related
262481,January,Sunday,18,Suicide-related
262483,January,Sunday,16,Suicide-related
262485,January,Sunday,0,Suicide-related
262491,January,Monday,19,Suicide-related
262492,January,Monday,18,Suicide-related
262494,January,Monday,14,Suicide-related
262496,January,Monday,1,Suicide-related
262498,January,Monday,6,Suicide-related
262504,January,Monday,13,Suicide-related
262508,January,Monday,12,Suicide-related
262517,January,Monday,17,Suicide-related
262519,January,Monday,23,Suicide-related
262530,January,Monday,13,Suicide-related
262535,January,Monday,17,Suicide-related
262536,January,Monday,15,Suicide-related
262539,January,Monday,19,Suicide-related
262551,January,Monday,20,Suicide-related
262552,January,Monday,4,Suicide-related
262554,January,Tuesday,20,Suicide-related
262558,January,Tuesday,10,Suicide-related
262569,January,Tuesday,0,Suicide-related
262571,January,Tuesday,0,Suicide-related
262572,January,Tuesday,18,Suicide-related
262575,January,Tuesday,19,Suicide-related
262576,January,Tuesday,11,Suicide-related
262577,January,Tuesday,15,Suicide-related
262578,January,Tuesday,20,Suicide-related
262579,January,Tuesday,17,Suicide-related
262585,January,Tuesday,19,Suicide-related
262587,January,Tuesday,15,Suicide-related
262588,January,Tuesday,20,Suicide-related
262592,January,Tuesday,11,Suicide-related
262598,January,Tuesday,2,Suicide-related
262601,January,Tuesday,16,Suicide-related
262604,January,Tuesday,9,Suicide-related
262605,January,Tuesday,0,Suicide-related
262606,January,Tuesday,16,Suicide-related
262608,January,Tuesday,7,Suicide-related
262611,January,Tuesday,22,Suicide-related
262613,January,Tuesday,20,Suicide-related
262615,January,Tuesday,12,Suicide-related
262618,January,Tuesday,19,Suicide-related
262619,January,Tuesday,1,Suicide-related
262621,January,Tuesday,22,Suicide-related
262622,January,Tuesday,23,Suicide-related
262628,January,Tuesday,11,Suicide-related
262629,January,Tuesday,12,Suicide-related
262632,February,Wednesday,1,Suicide-related
262637,February,Wednesday,20,Suicide-related
262639,February,Wednesday,23,Suicide-related
262641,February,Wednesday,19,Suicide-related
262646,February,Wednesday,22,Suicide-related
262647,February,Wednesday,14,Suicide-related
262648,February,Wednesday,12,Suicide-related
262649,February,Wednesday,23,Suicide-related
262651,February,Wednesday,21,Suicide-related
262656,February,Wednesday,18,Suicide-related
262659,February,Wednesday,18,Suicide-related
262661,February,Wednesday,18,Suicide-related
262666,February,Wednesday,10,Suicide-related
262668,February,Wednesday,11,Suicide-related
262669,February,Wednesday,18,Suicide-related
262673,February,Wednesday,9,Suicide-related
262677,February,Wednesday,5,Suicide-related
262678,February,Wednesday,6,Suicide-related
262683,February,Wednesday,10,Suicide-related
262685,February,Wednesday,0,Suicide-related
262687,February,Wednesday,8,Suicide-related
262689,February,Wednesday,18,Suicide-related
262692,February,Wednesday,18,Suicide-related
262693,February,Wednesday,0,Suicide-related
262694,February,Wednesday,6,Suicide-related
262695,February,Wednesday,21,Suicide-related
262696,February,Wednesday,11,Suicide-related
262706,February,Wednesday,15,Suicide-related
262707,February,Wednesday,13,Suicide-related
262709,February,Wednesday,9,Suicide-related
262714,February,Thursday,16,Suicide-related
262717,February,Thursday,22,Suicide-related
262718,February,Thursday,10,Suicide-related
262719,February,Thursday,21,Suicide-related
262723,February,Thursday,18,Suicide-related
262725,February,Thursday,22,Suicide-related
262731,February,Thursday,17,Suicide-related
262732,February,Thursday,22,Suicide-related
262739,February,Thursday,18,Suicide-related
262742,February,Thursday,17,Suicide-related
262753,February,Thursday,10,Suicide-related
262758,February,Thursday,20,Suicide-related
262759,February,Thursday,23,Suicide-related
262761,February,Thursday,13,Suicide-related
262762,February,Thursday,10,Suicide-related
262764,February,Thursday,15,Suicide-related
262777,February,Thursday,12,Suicide-related
262780,February,Thursday,5,Suicide-related
262790,February,Thursday,16,Suicide-related
262795,February,Thursday,13,Suicide-related
262796,February,Thursday,16,Suicide-related
262798,February,Thursday,11,Suicide-related
262799,February,Friday,19,Suicide-related
262800,February,Friday,17,Suicide-related
262801,February,Friday,3,Suicide-related
262803,February,Friday,0,Suicide-related
262805,February,Friday,14,Suicide-related
262809,February,Friday,0,Suicide-related
262810,February,Friday,11,Suicide-related
262813,February,Friday,13,Suicide-related
262814,February,Friday,17,Suicide-related
262816,February,Friday,2,Suicide-related
262823,February,Friday,13,Suicide-related
262825,February,Friday,22,Suicide-related
262833,February,Friday,9,Suicide-related
262835,February,Friday,18,Suicide-related
262844,February,Friday,9,Suicide-related
262845,February,Friday,1,Suicide-related
262847,February,Friday,1,Suicide-related
262850,February,Friday,14,Suicide-related
262852,February,Friday,4,Suicide-related
262853,February,Friday,8,Suicide-related
262856,February,Friday,7,Suicide-related
262858,February,Friday,16,Suicide-related
262861,February,Friday,14,Suicide-related
262862,February,Friday,2,Suicide-related
262863,February,Friday,3,Suicide-related
262866,February,Friday,10,Suicide-related
262867,February,Friday,7,Suicide-related
262872,February,Saturday,16,Suicide-related
262873,February,Saturday,1,Suicide-related
262879,February,Saturday,18,Suicide-related
262881,February,Saturday,17,Suicide-related
262882,February,Saturday,22,Suicide-related
262883,February,Saturday,0,Suicide-related
262888,February,Saturday,1,Suicide-related
262890,February,Saturday,15,Suicide-related
262893,February,Saturday,9,Suicide-related
262895,February,Saturday,3,Suicide-related
262896,February,Saturday,20,Suicide-related
262898,February,Saturday,20,Suicide-related
262899,February,Saturday,18,Suicide-related
262901,February,Saturday,3,Suicide-related
262905,February,Saturday,11,Suicide-related
262906,February,Saturday,20,Suicide-related
262907,February,Saturday,3,Suicide-related
262910,February,Saturday,18,Suicide-related
262914,February,Saturday,20,Suicide-related
262917,February,Saturday,22,Suicide-related
262918,February,Saturday,21,Suicide-related
262920,February,Saturday,1,Suicide-related
262921,February,Saturday,13,Suicide-related
262923,February,Saturday,22,Suicide-related
262925,February,Saturday,14,Suicide-related
262927,February,Saturday,20,Suicide-related
262931,February,Saturday,19,Suicide-related
262935,February,Saturday,19,Suicide-related
262936,February,Saturday,5,Suicide-related
262939,February,Sunday,1,Suicide-related
262940,February,Sunday,21,Suicide-related
262941,February,Sunday,18,Suicide-related
262942,February,Sunday,22,Suicide-related
262944,February,Sunday,23,Suicide-related
262947,February,Sunday,14,Suicide-related
262949,February,Sunday,0,Suicide-related
262952,February,Sunday,18,Suicide-related
262956,February,Sunday,23,Suicide-related
262961,February,Sunday,22,Suicide-related
262965,February,Sunday,15,Suicide-related
262978,February,Sunday,21,Suicide-related
