objectid,event_type,hood_158
64756,Suicide-related,81
64763,Suicide-related,163
64764,Suicide-related,119
64766,Suicide-related,38
64768,Suicide-related,142
64769,Suicide-related,85
64771,Suicide-related,56
64773,Suicide-related,34
64778,Suicide-related,78
64779,Suicide-related,85
64784,Suicide-related,165
64786,Suicide-related,107
64789,Suicide-related,154
64797,Suicide-related,87
64798,Suicide-related,126
64799,Suicide-related,108
64800,Suicide-related,171
64801,Suicide-related,53
64804,Suicide-related,122
64808,Suicide-related,159
64809,Suicide-related,135
64810,Suicide-related,19
64814,Suicide-related,150
64815,Suicide-related,69
64816,Suicide-related,100
64818,Suicide-related,79
64819,Suicide-related,73
64826,Suicide-related,69
64830,Suicide-related,165
64833,Suicide-related,63
64847,Suicide-related,115
64849,Suicide-related,92
64855,Suicide-related,106
64859,Suicide-related,135
64862,Suicide-related,1
64864,Suicide-related,139
64868,Suicide-related,125
64872,Suicide-related,134
64876,Suicide-related,44
64877,Suicide-related,85
64883,Suicide-related,55
64887,Suicide-related,147
64888,Suicide-related,73
64891,Suicide-related,166
64892,Suicide-related,163
64896,Suicide-related,20
64901,Suicide-related,90
64903,Suicide-related,167
64905,Suicide-related,168
64906,Suicide-related,74
64915,Suicide-related,142
64916,Suicide-related,73
64919,Suicide-related,109
64921,Suicide-related,9
64924,Suicide-related,71
64925,Suicide-related,149
64926,Suicide-related,25
64928,Suicide-related,80
64930,Suicide-related,6
64932,Suicide-related,27
64933,Suicide-related,71
64934,Suicide-related,168
64946,Suicide-related,15
64948,Suicide-related,146
64954,Suicide-related,95
64955,Suicide-related,173
64956,Suicide-related,169
64958,Suicide-related,27
64959,Suicide-related,88
64963,Suicide-related,162
64965,Suicide-related,58
64979,Suicide-related,162
64980,Suicide-related,62
64981,Suicide-related,81
64985,Suicide-related,168
64997,Suicide-related,47
65004,Suicide-related,42
65008,Suicide-related,79
65012,Suicide-related,145
65017,Suicide-related,164
65018,Suicide-related,36
65019,Suicide-related,27
65020,Suicide-related,165
65022,Suicide-related,41
65034,Suicide-related,35
65048,Suicide-related,147
65050,Suicide-related,159
65054,Suicide-related,155
65055,Suicide-related,128
65057,Suicide-related,25
65059,Suicide-related,108
65068,Suicide-related,2
65079,Suicide-related,1
65084,Suicide-related,170
65091,Suicide-related,141
65093,Suicide-related,65
65094,Suicide-related,111
65102,Suicide-related,38
65109,Suicide-related,99
65110,Suicide-related,38
65111,Suicide-related,97
65113,Suicide-related,135
65116,Suicide-related,95
65117,Suicide-related,27
65118,Suicide-related,18
65119,Suicide-related,38
65120,Suicide-related,13
65121,Suicide-related,65
65124,Suicide-related,142
65126,Suicide-related,78
65130,Suicide-related,7
65134,Suicide-related,121
65137,Suicide-related,35
65143,Suicide-related,25
65145,Suicide-related,37
65146,Suicide-related,96
65148,Suicide-related,27
65151,Suicide-related,38
65152,Suicide-related,91
65153,Suicide-related,164
65159,Suicide-related,121
65162,Suicide-related,168
65167,Suicide-related,159
65182,Suicide-related,78
65184,Suicide-related,23
65185,Suicide-related,167
65191,Suicide-related,136
65194,Suicide-related,73
65198,Suicide-related,112
65199,Suicide-related,71
65208,Suicide-related,95
65212,Suicide-related,4
65213,Suicide-related,27
65214,Suicide-related,98
65217,Suicide-related,61
65222,Suicide-related,59
65224,Suicide-related,27
65226,Suicide-related,71
65233,Suicide-related,171
65245,Suicide-related,64
65247,Suicide-related,73
65252,Suicide-related,78
65255,Suicide-related,85
65259,Suicide-related,146
65262,Suicide-related,120
65263,Suicide-related,70
65265,Suicide-related,122
65269,Suicide-related,111
65270,Suicide-related,95
65272,Suicide-related,80
65273,Suicide-related,78
65279,Suicide-related,63
65283,Suicide-related,30
65284,Suicide-related,166
65287,Suicide-related,74
65288,Suicide-related,68
65296,Suicide-related,36
65302,Suicide-related,13
65306,Suicide-related,1
65308,Suicide-related,126
65310,Suicide-related,156
65311,Suicide-related,95
65313,Suicide-related,1
65318,Suicide-related,18
65320,Suicide-related,58
65322,Suicide-related,6
65323,Suicide-related,149
65326,Suicide-related,147
65328,Suicide-related,11
65329,Suicide-related,107
65335,Suicide-related,71
65337,Suicide-related,86
65343,Suicide-related,103
65348,Suicide-related,38
65351,Suicide-related,121
65358,Suicide-related,170
65360,Suicide-related,16
65361,Suicide-related,122
65362,Suicide-related,124
65367,Suicide-related,149
65371,Suicide-related,122
65374,Suicide-related,85
65382,Suicide-related,73
65384,Suicide-related,162
65386,Suicide-related,134
65390,Suicide-related,68
65394,Suicide-related,62
65396,Suicide-related,140
65400,Suicide-related,70
65405,Suicide-related,91
65411,Suicide-related,57
65413,Suicide-related,95
65416,Suicide-related,166
65420,Suicide-related,78
65421,Suicide-related,78
65422,Suicide-related,38
65423,Suicide-related,87
65426,Suicide-related,27
65431,Suicide-related,99
65433,Suicide-related,80
65434,Suicide-related,54
65441,Suicide-related,168
65443,Suicide-related,171
65444,Suicide-related,164
65448,Suicide-related,97
65453,Suicide-related,63
65463,Suicide-related,31
65469,Suicide-related,25
65476,Suicide-related,87
65477,Suicide-related,150
65481,Suicide-related,63
65483,Suicide-related,170
65487,Suicide-related,170
65488,Suicide-related,95
65496,Suicide-related,73
65506,Suicide-related,135
65512,Suicide-related,79
65515,Suicide-related,22
65520,Suicide-related,103
65524,Suicide-related,87
65531,Suicide-related,73
65534,Suicide-related,84
65535,Suicide-related,95
65537,Suicide-related,168
65541,Suicide-related,97
65542,Suicide-related,120
65545,Suicide-related,73
65548,Suicide-related,32
65551,Suicide-related,56
65553,Suicide-related,170
65561,Suicide-related,22
65563,Suicide-related,78
65565,Suicide-related,122
65568,Suicide-related,170
65569,Suicide-related,123
65571,Suicide-related,57
65573,Suicide-related,79
65577,Suicide-related,95
65578,Suicide-related,115
65582,Suicide-related,111
65588,Suicide-related,154
65591,Suicide-related,164
65595,Suicide-related,173
65601,Suicide-related,170
65603,Suicide-related,159
65609,Suicide-related,124
65615,Suicide-related,167
65617,Suicide-related,168
65621,Suicide-related,7
65627,Suicide-related,89
65628,Suicide-related,162
65629,Suicide-related,55
65631,Suicide-related,28
65632,Suicide-related,163
65633,Suicide-related,72
65634,Suicide-related,154
65637,Suicide-related,118
65642,Suicide-related,7
65643,Suicide-related,73
65645,Suicide-related,78
65646,Suicide-related,78
65649,Suicide-related,40
65650,Suicide-related,170
65655,Suicide-related,79
65658,Suicide-related,125
65666,Suicide-related,62
65667,Suicide-related,1
65669,Suicide-related,69
65670,Suicide-related,44
65674,Suicide-related,7
65676,Suicide-related,74
65683,Suicide-related,94
65684,Suicide-related,11
65686,Suicide-related,164
65689,Suicide-related,153
65691,Suicide-related,79
65693,Suicide-related,123
65694,Suicide-related,90
65695,Suicide-related,57
65696,Suicide-related,98
65700,Suicide-related,1
65702,Suicide-related,62
65703,Suicide-related,173
65707,Suicide-related,90
65722,Suicide-related,87
65724,Suicide-related,31
65726,Suicide-related,78
65732,Suicide-related,73
65733,Suicide-related,1
65739,Suicide-related,50
65740,Suicide-related,162
65742,Suicide-related,103
65745,Suicide-related,81
65747,Suicide-related,11
65748,Suicide-related,42
65750,Suicide-related,95
65760,Suicide-related,119
65761,Suicide-related,139
65768,Suicide-related,100
65773,Suicide-related,170
65775,Suicide-related,39
65778,Suicide-related,74
65783,Suicide-related,18
65785,Suicide-related,170
65786,Suicide-related,78
65787,Suicide-related,85
65791,Suicide-related,54
65795,Suicide-related,166
65796,Suicide-related,71
65797,Suicide-related,27
65807,Suicide-related,86
65810,Suicide-related,115
65811,Suicide-related,85
65825,Suicide-related,28
65836,Suicide-related,147
65846,Suicide-related,63
65848,Suicide-related,42
65849,Suicide-related,70
65851,Suicide-related,111
65855,Suicide-related,52
65857,Suicide-related,126
65859,Suicide-related,27
65860,Suicide-related,52
65861,Suicide-related,154
65867,Suicide-related,85
65868,Suicide-related,31
65871,Suicide-related,142
65873,Suicide-related,155
65880,Suicide-related,142
65881,Suicide-related,170
65891,Suicide-related,38
65892,Suicide-related,85
65893,Suicide-related,113
65894,Suicide-related,70
65897,Suicide-related,31
65905,Suicide-related,164
65907,Suicide-related,62
65911,Suicide-related,73
65912,Suicide-related,59
65913,Suicide-related,34
65917,Suicide-related,69
65919,Suicide-related,120
65920,Suicide-related,166
65922,Suicide-related,150
65923,Suicide-related,167
65928,Suicide-related,121
65932,Suicide-related,30
65936,Suicide-related,30
65937,Suicide-related,13
65940,Suicide-related,78
65942,Suicide-related,80
65944,Suicide-related,101
65950,Suicide-related,169
65951,Suicide-related,54
65954,Suicide-related,166
65956,Suicide-related,85
65958,Suicide-related,44
65959,Suicide-related,142
65960,Suicide-related,85
65961,Suicide-related,44
65964,Suicide-related,34
65975,Suicide-related,63
65976,Suicide-related,71
65978,Suicide-related,145
65979,Suicide-related,52
65986,Suicide-related,56
65988,Suicide-related,70
65991,Suicide-related,87
66003,Suicide-related,159
66009,Suicide-related,73
66011,Suicide-related,138
66014,Suicide-related,1
66016,Suicide-related,141
66017,Suicide-related,166
66018,Suicide-related,100
66019,Suicide-related,99
66024,Suicide-related,165
66026,Suicide-related,90
66027,Suicide-related,134
66028,Suicide-related,84
66032,Suicide-related,152
66033,Suicide-related,166
66035,Suicide-related,120
66037,Suicide-related,164
66038,Suicide-related,95
66039,Suicide-related,125
66043,Suicide-related,122
66044,Suicide-related,166
66046,Suicide-related,2
66047,Suicide-related,62
66050,Suicide-related,63
66051,Suicide-related,125
66059,Suicide-related,44
66063,Suicide-related,70
66079,Suicide-related,120
66086,Suicide-related,144
66089,Suicide-related,73
66091,Suicide-related,111
66092,Suicide-related,35
66094,Suicide-related,157
66099,Suicide-related,53
66100,Suicide-related,169
66107,Suicide-related,159
66113,Suicide-related,1
66116,Suicide-related,78
66123,Suicide-related,73
66126,Suicide-related,31
66128,Suicide-related,69
66131,Suicide-related,73
66133,Suicide-related,95
66136,Suicide-related,59
66137,Suicide-related,65
66138,Suicide-related,155
66142,Suicide-related,37
66145,Suicide-related,62
66146,Suicide-related,164
66148,Suicide-related,83
66149,Suicide-related,170
66150,Suicide-related,105
66161,Suicide-related,27
66162,Suicide-related,64
66166,Suicide-related,85
66170,Suicide-related,146
66184,Suicide-related,101
66185,Suicide-related,146
66187,Suicide-related,166
66196,Suicide-related,90
66198,Suicide-related,85
66199,Suicide-related,65
66203,Suicide-related,63
66206,Suicide-related,133
66207,Suicide-related,70
66208,Suicide-related,149
66214,Suicide-related,47
66216,Suicide-related,163
66218,Suicide-related,85
66222,Suicide-related,78
66225,Suicide-related,170
66231,Suicide-related,40
66242,Suicide-related,57
66243,Suicide-related,27
66245,Suicide-related,150
66249,Suicide-related,55
66250,Suicide-related,170
66254,Suicide-related,88
66259,Suicide-related,90
66260,Suicide-related,43
66269,Suicide-related,156
66277,Suicide-related,55
66279,Suicide-related,89
66280,Suicide-related,90
66281,Suicide-related,129
66296,Suicide-related,144
66298,Suicide-related,136
66303,Suicide-related,2
66309,Suicide-related,78
66313,Suicide-related,1
66316,Suicide-related,103
66320,Suicide-related,95
66321,Suicide-related,162
66324,Suicide-related,31
66326,Suicide-related,158
66332,Suicide-related,129
66341,Suicide-related,173
66350,Suicide-related,70
66352,Suicide-related,54
66360,Suicide-related,42
66361,Suicide-related,136
66362,Suicide-related,166
66365,Suicide-related,174
66375,Suicide-related,144
66379,Suicide-related,52
66380,Suicide-related,63
66381,Suicide-related,136
66385,Suicide-related,167
66387,Suicide-related,1
66391,Suicide-related,73
66395,Suicide-related,85
66398,Suicide-related,1
66400,Suicide-related,122
66401,Suicide-related,145
66407,Suicide-related,168
66410,Suicide-related,13
66413,Suicide-related,71
66414,Suicide-related,54
66419,Suicide-related,138
66425,Suicide-related,81
66431,Suicide-related,1
66435,Suicide-related,163
66443,Suicide-related,71
66444,Suicide-related,100
66448,Suicide-related,136
66454,Suicide-related,155
66456,Suicide-related,160
66457,Suicide-related,47
66459,Suicide-related,167
66464,Suicide-related,100
66468,Suicide-related,147
66471,Suicide-related,91
66480,Suicide-related,138
66484,Suicide-related,91
66487,Suicide-related,172
66490,Suicide-related,55
66491,Suicide-related,1
66493,Suicide-related,60
66496,Suicide-related,61
66498,Suicide-related,126
66499,Suicide-related,68
66501,Suicide-related,69
66502,Suicide-related,90
66503,Suicide-related,29
66506,Suicide-related,57
66512,Suicide-related,174
66517,Suicide-related,167
66525,Suicide-related,6
66526,Suicide-related,25
66527,Suicide-related,170
66531,Suicide-related,44
66533,Suicide-related,78
66537,Suicide-related,149
66541,Suicide-related,69
66550,Suicide-related,83
66552,Suicide-related,27
66558,Suicide-related,94
66560,Suicide-related,88
66564,Suicide-related,141
66565,Suicide-related,25
66572,Suicide-related,32
66575,Suicide-related,170
66579,Suicide-related,136
66581,Suicide-related,2
66587,Suicide-related,65
66588,Suicide-related,68
66590,Suicide-related,61
66591,Suicide-related,87
66592,Suicide-related,85
66593,Suicide-related,118
66595,Suicide-related,71
66602,Suicide-related,159
66606,Suicide-related,36
66607,Suicide-related,40
66616,Suicide-related,100
66618,Suicide-related,170
66619,Suicide-related,171
66621,Suicide-related,174
66623,Suicide-related,159
66626,Suicide-related,81
66631,Suicide-related,144
66634,Suicide-related,71
66635,Suicide-related,33
66639,Suicide-related,61
66640,Suicide-related,74
66641,Suicide-related,119
66643,Suicide-related,159
66648,Suicide-related,89
66651,Suicide-related,72
66652,Suicide-related,74
66653,Suicide-related,164
66654,Suicide-related,95
66656,Suicide-related,80
66658,Suicide-related,143
66660,Suicide-related,43
66664,Suicide-related,98
66668,Suicide-related,138
66674,Suicide-related,68
66676,Suicide-related,167
66677,Suicide-related,6
66681,Suicide-related,126
66682,Suicide-related,142
66698,Suicide-related,80
66701,Suicide-related,135
66703,Suicide-related,63
66710,Suicide-related,170
66711,Suicide-related,85
66714,Suicide-related,88
66715,Suicide-related,71
66720,Suicide-related,78
66721,Suicide-related,32
66723,Suicide-related,170
66727,Suicide-related,41
66730,Suicide-related,71
66732,Suicide-related,42
66734,Suicide-related,166
66735,Suicide-related,154
66738,Suicide-related,60
66741,Suicide-related,85
66742,Suicide-related,122
66743,Suicide-related,122
66751,Suicide-related,27
66753,Suicide-related,44
66756,Suicide-related,148
66757,Suicide-related,39
66760,Suicide-related,163
66764,Suicide-related,139
66765,Suicide-related,36
66766,Suicide-related,78
66767,Suicide-related,79
66776,Suicide-related,138
66781,Suicide-related,107
66787,Suicide-related,78
66789,Suicide-related,83
66793,Suicide-related,156
66794,Suicide-related,168
66799,Suicide-related,78
66804,Suicide-related,163
66808,Suicide-related,42
66822,Suicide-related,41
66824,Suicide-related,2
66825,Suicide-related,63
